Sentence,Sentiment,,,,,
"On this occasion , satygraha involved imprisonment of thousands of Indians , much to the embarrassment of the Union Government of South Africa . ",shame,,,,,
"Such old people may have little embarrassment with each other about bodily functions , perhaps less than some husbands and wives because they were the stuff of taken-for-granted childhood . ",shame,,,,,
"He grinned unrepentantly , watching her deep blush of embarrassment with apparent fascination . ",shame,,,,,
By resorting to a money-lender it became more difficult to conceal their embarrassment -- than if they had merely run up bills with retailers . ,shame,,,,,
The manager who seeks to increase the nurse 's embarrassment or difficulties is of little help . ,shame,,,,,
"Often she would say something foolish , immediately regret it , then , to cover her embarrassment , say something worse . ",shame,,,,,
"` You 'll not be alone with him , Maggie , he 's got a sister , and in any case Mitch will be there , "" Richie muttered , red with embarrassment . ",shame,,,,,
Caswell shuffled in obvious embarrassment . ,shame,,,,,
"` She 's just dying of embarrassment . "" ",shame,,,,,
We finally realised that we could avoid even that embarrassment by giving ourselves breathing space . ,shame,,,,,
"They will always try to avoid any embarrassment , but will use their judgement on whether or not to make payment . ",shame,,,,,
"One episode ends with the proud man broken , humiliated and in tears . ",shame,,,,,
"Modigliani felt the pain of these visits more than any of them , and was horrified to see his old friend in dingy and sinister surroundings , humiliated and frightened . ",shame,,,,,
"` When Liz came back there was raucous laughter and she felt humiliated . "" ",shame,,,,,
He gets real humiliated and has to leave . ,shame,,,,,
They aimed for higher status jobs and felt humiliated when they were unemployed . ,shame,,,,,
He cursed his lack of self-control ; he knew that the old biddies had seen it and he felt humiliated . ,shame,,,,,
" Sometimes I've thought I 'll never forget what happened  it all comes back and I feel guilty , or  or dirty , or humiliated and bitter ",shame,,,,,
GRAHAM TAYLOR will defy the fury of a humiliated nation and risk his entire reputation on an England miracle in the next five months . ,shame,,,,,
