Sentence,Sentiment,,,,,
"He 's a very contented baby , a joy to his parents and big sister , and today at nine weeks old ( 40+3 ) , he smiled at us for the first time .",happy,,,,,
"He sat looking at the fire with lowered eyelids , a contented expression on his face , looking like a big overfed cat . ",happy,,,,,
From a starving stray it was transformed into a contented house cat . ,happy,,,,,
"Griffin Moss is a contented artist until he receives an enigmatic note from Sabine Strohem , a stranger from a South Pacific island . ",happy,,,,,
Jenny sat with a contented smile on her face during this interchange while mother repressed her irritation and anger with her husband 's remarks . ,happy,,,,,
"I understood that this was my mother 's wedding , and although I was necessary to it I was expected to do nothing but be there and appear contented . ",happy,,,,,
"At various periods in his life , he had felt contented , satisfied , angry -- certainly angry -- smug , remorseful , even guilty . ",happy,,,,,
"His moist mouth suckled , and when she gazed down at his rapt , contented face she knew that she was lost to him . ",happy,,,,,
Contented workers are more likely to be profitable . ,happy,,,,,
"Much pressure can overtly or unwittingly be put on grown up children , to provide grandchildren for the delight of the grandparents . ",happy,,,,,
A host of splendid 19th century rooms throughout Lord Byron 's apartments are open for the delight of the public .,happy,,,,,
His delight first makes itself evident during his solo for Lise even though technical mistakes keep on happening . ,happy,,,,,
"Elaine exclaimed , her delight evident as she entered the open-plan living- and dining-room decorated in a fresh lemon and blue fabric which Christina had chosen . ",happy,,,,,
"She supposed she ought to feel apprehensive , but she felt only deep delight , and it seemed the most natural thing in the world to be making her way through the moonlight to Raynor . ",happy,,,,,
"Elizabeth cast one happy glance at the dawning delight on the other two faces , and continued with the joyful work . ",happy,,,,,
The most beautiful part of the ceremony was the delight on Todd 's face as he was wheeled close to the altar to receive the Eucharist with his arms outstretched . ,happy,,,,,
"As trains halted , the orchestra struck up Aaron Copland 's Fanfare For The Common Man much to the amusement and delight of curious passengers . ",happy,,,,,
"Afterwards , Mr Booth showed his delight by distributing chocolate bars to auction room patrons . ",happy,,,,,
"When the marchers passed the city 's overhead railway , two trains hooted in solidarity , to the crowd 's delight . ",happy,,,,,
"Applause rang out , and she twirled around to acknowledge it in demure delight , clapping the barman -- and then being crushed against the ample bosom of the barman 's wife . ",happy,,,,,
As I set off I had a fleeting glimpse of the leer of pure delight on Simkin 's face . ,happy,,,,,
"During his fishing time though it was sheer delight for him , his boys were always ready and willing to go to sea , bother U-boats etc ! ",happy,,,,,
"Julia 's questions about the line the defence lawyers were taking were as acute as anything she had ever asked David , and they filled him with relieved delight . ",happy,,,,,
"He also said , to the delight of those Nonconformists who read his memoirs , that Watson 's tour was far more successful than Matthew Arnold 's . ",happy,,,,,
"To his absolute delight the first trap had held what must have been a seven pound salmon , plus a couple of mullet which he had ignored . ",happy,,,,,
"To her delight he even took to discussing his work with her , and Leonora listened , rapt , utterly fascinated by glimpses of the other , professional Penry Vaughan she secretly found so impressive . ",happy,,,,,
"But now he has made a full recovery to the delight of his proud parents , Fred and Denise . ",happy,,,,,
He looked around at their delighted faces and began to feel embarrassed . ,happy,,,,,
The old man answered my knock and his big face split into a delighted grin when he saw me . ,happy,,,,,
He broke off as Jim Miller let go a Indian whoop of relief and delighted grins spread across the faces of everyone in the group . ,happy,,,,,
Her face lit up with a delighted smile as she gazed at an abandoned plate of half-eaten sandwiches on a nearby table . ,happy,,,,,
"With a wide , delighted smile , because she had n't really expected ever to see him again , she teased , ` Are you following me ? "" ",happy,,,,,
"` You think of everything , do n't you ? "" she said with a delighted smile . ",happy,,,,,
"Delighted about Jim , apprehensive for Jasper , Alice lay for a long time awake in the silent room . ",happy,,,,,
 I 'm delighted about that . ,happy,,,,,
"` Cool it , Steve , and tell me why you 're so ecstatic . ",happy,,,,,
One could get terribly ecstatic but that would be a dangerous thing to do . ,happy,,,,,
But some of the younger dons were ecstatic about the election . ,happy,,,,,
That morning I was so ecstatic about my triumph in seducing the dog-owner 's daughter that I 'd completely forgotten about Jamila 's big decision . ,happy,,,,,
"When she was ecstatic , and she was often ecstatic , ecstasy flew from her face like the sun from a mirror . ",happy,,,,,
"I am ecstatic about this , it is like winning my first cap not my 23rd . """,happy,,,,,
"Afterwards , he was quietly ecstatic . ",happy,,,,,
Minute shards of glass slashed across Rohmer 's ecstatic face . ,happy,,,,,
"But he was confronted by an ecstatic welcome from his mother , who was waiting for him on the doorstep . ",happy,,,,,
I would n't say she gives me an ecstatic welcome . ,happy,,,,,
"No speeches have yet been greeted with ecstatic cries of ` author , author "" -- probably because Denis Healey is not there -- but the clash of rival socialist philosophies is no less cacaphonous . ",happy,,,,,
"More then 40,000 ecstatic fans filled stadia each night to scream at the girly they instantly dubbed the Mighty Minogue .",happy,,,,,
In March they were received as World Champions by an ecstatic crowd after winning the Cricket World Cup for the first time . ,happy,,,,,
"She could not convince me at the time that anything bad could happen , now that I had finally ` solved "" my eating problems , and for a short time I felt jubilant , relieved and ecstatic . ",happy,,,,,
"Her expression became dreamy , ecstatic . ",happy,,,,,
"Riot police were needed to quell pitch invasions. -- More than 200,000 ecstatic Leeds United fans took part in a carnival-style street party yesterday as their team paraded the League Championship trophy .",happy,,,,,
"At the same time , I 'm elated and I can go back to the vices I did have , "" said Mr Tyson . ",happy,,,,,
"Mungo felt elated , smiling back . ",happy,,,,,
"Not so , according to elated opponents of nuclear power . ",happy,,,,,
"I felt elated , especially when he said , ` I 'm looking for an actor just like you . "" ",happy,,,,,
"He felt elated , warm-hearted at the sight of the place where he 'd been born . ",happy,,,,,
"I was elated , excited , in another world . ",happy,,,,,
"For my part , I feel elated and close to tears . ",happy,,,,,
The pretty young undergraduate felt elated . ,happy,,,,,
He felt both elated and frightened . ,happy,,,,,
Nor was the thought that he alone might hold the key to the mystery the sole component in his strangely elated state . ,happy,,,,,
"Perhaps elated behaviour has evolved in connection with a rise in the hierarchy , depressive behaviour with a fall . ",happy,,,,,
"Suddenly , to her relief , the telephone rang , Joanna picked it up , wrote down the message , and came back to the table , looking elated . ",happy,,,,,
"As I walked down the front steps for the last time , a feeling of elation swept over me . ",happy,,,,,
I remember my feeling of elation when I climbed aboard the train . ,happy,,,,,
The participants in folk dance can and certainly do show elation . ,happy,,,,,
"Her elation took her into her clothes , back to the kitchen to leave Phoebe a scrawled memo , and out of the front door . ",happy,,,,,
"He even telephoned Wexford to tell him about it , his elation subsiding somewhat when he heard the chief inspector had also found this out three hours before . ",happy,,,,,
"In our elation there was some suspicion that our experience had been secret , adventurous , and unique . ",happy,,,,,
So I was in a great state of elation . ,happy,,,,,
A wave of cheerful elation swept over her as she separated her pound note from Yanto 's fivers . ,happy,,,,,
` After each Test there was never any great sense of elation but rather that a step towards the ultimate goal was taken . ,happy,,,,,
"` You will not regret it , "" the cardinal told her , observing the prince 's elation and guessing its cause . ",happy,,,,,
"Emily suddenly felt a surge of elation , she was eager for the new experience of being introduced into what she considered was the world of adulthood . ",happy,,,,,
"` If the manual was lying in the BMW , I think some hint of the elation of the police would have come through on the intercepts . ",happy,,,,,
"Then , as could happen with him , he felt a deep despondency replace his feeling of elation . ",happy,,,,,
George drove past and felt a terrible anger replace his elation . ,happy,,,,,
"In fact they encouraged us most warmly , and we shared the general mood of elation at the overall success of the 1974 submission .",happy,,,,,
"A surge of elation rushed through his body as he read the note for the third time , unable to believe the implications of what he was reading . ",happy,,,,,
"Figurative arts , even more than poetry , expressed the mixed feelings of elation over past victories and fear of future incursions which the Celts inspired . ",happy,,,,,
But the sense of elation was short-lived . ,happy,,,,,
"My elation of the previous day began to evaporate until I remembered Agnes , the indentures I had signed , and the basic honesty of Ralemberg and de Macon . ",happy,,,,,
Looking down at the dead man Wycliffe felt guilty because he was experiencing a sense of mild elation . ,happy,,,,,
"But when he stepped up on to the conductor 's rostrum for the opening production of a new season , he was -- every time -- filled with a sense of sheer elation . ",happy,,,,,
We grew more and more excited . ,happy,,,,,
Paddington grew more and more excited as he listened . ,happy,,,,,
I remembered that Tansy had said something about a pendant and Topaz being quite excited about it . ,happy,,,,,
So we 're quite excited about it and also it 's quite a major problem . ,happy,,,,,
"I 'm just so excited , because he says I can be in charge of it . ",happy,,,,,
"Auguste sat in the small balcony with his mother and father , for once not noticing the unaccustomedness of their best clothes , so excited were they . ",happy,,,,,
"` They say the king 's left Welshpool with a small escort ahead of the army , "" volunteered a boy a yard or so in front of them , turning an excited face . ",happy,,,,,
"The remaining men were just preparing to leave when suddenly a young man called Laban Tall rushed into the malthouse , almost too excited to speak . ",happy,,,,,
"Then , having shown the plate to various not very excited colleagues , he resumed his holiday . ",happy,,,,,
"` Right now I 'm feeling very excited . "" ",happy,,,,,
"In a minute Sir Wilfrid returned , looking very excited . ",happy,,,,,
` The problems start when he becomes more excited and frisky than usual . ,happy,,,,,
"Some horses become excited and upset if something goes a bit wrong when they are in harness , such as chains or ropes becoming entangled around their feet . ",happy,,,,,
At the same time they could become excited about house matches or school matches and take part in such events with earnest aggressiveness . ,happy,,,,,
"There have been some most tempting glimpses of it when you have become excited about a design or angry with yourself for a failure to meet your own high standards . "" ",happy,,,,,
You ca n't get very excited when she brings home half-price loo rolls and stale cough sweets . ,happy,,,,,
"And everybody gets very excited , because three hundred and fifty kilos in Durham tomorrow morning sounds like a good pay day . ",happy,,,,,
"And suddenly they found themselves talking the sort of language that all of us can understand , and they got quite excited about this . ",happy,,,,,
Donna seemed quite excited about it . ,happy,,,,,
"Alexandra was extremely excited , over-excited in Janet 's opinion . ",happy,,,,,
Sir Jack Brabham says he 's never been so excited about a new motor car and the challenge is to go and take on the best ,happy,,,,,
 I have been looking forward to her visit for weeks and was very excited when I met her .  ,happy,,,,,
"Just like trippers heading for the Isle of Wight , they had packed their picnic baskets and sat chatting on deck as their excited children played . ",happy,,,,,
"Bang on cue , she strode out on to the stage , feeling none of the terror that had crippled her last performance , the excited cheers of the children bringing a beaming smile to her face . ",happy,,,,,
"The three of them started walking , followed by the excited crowd . ",happy,,,,,
"Salesmen were still tramping the aisles of the carriages , shouting over the excited chatter of the crowd , the squawking of chickens and bleating of goats . ",happy,,,,,
The excited smile on her face told Ingrid that the girl was enjoying herself . ,happy,,,,,
"Perhaps he was just imagining the undercurrent of nostalgia , he told himself as he looked at Cora-Beth 's flushed , excited face . ",happy,,,,,
Benjamin nodded and stared where an ostler was trying to calm an excited horse . ,happy,,,,,
I was working late on one of these bad nights when an excited Dr Laurent rushed into my office . ,happy,,,,,
"I feel excited when I come up with something that I can have Jack to help me with , I 'm always ready to hear what he has . ",happy,,,,,
"And I 'm really excited about it and there 's lots of interest , I think this places are taken up already . ",happy,,,,,
"It was the prospect of finding gold that induced these excited men to make such frantic efforts to open out the barrow "" . ",happy,,,,,
"Breakfast was quite a social affair as we were frequently visited by new found friends in the shape of two fat and very vocal geese , a young swan and a bevy of excited ducks . ",happy,,,,,
Her head turned restlessly on the pillow as she strove to distance herself from the increasingly excited voice of the commentator and the air-splitting whine of the high-revving engines . ,happy,,,,,
But now she looked excited . ,happy,,,,,
"Her headache seemed to be getting worse and worse , and Raffaella 's command of English slipped as she grew increasingly excited . ",happy,,,,,
"Instead , I made my way back along the sand , watching some evidently exhilarated surfers . ",happy,,,,,
"As the programme of meetings rolled on , sometimes with many presentations on the same day , Horsley was exhilarated , amazed and excited . ",happy,,,,,
"`` We feel at this point actually quite exhilarated , '' said Nicola McIntyre of San Francisco .",happy,,,,,
Then in his foolish exhilaration he had leaped into a tree and spotted them with his binoculars . ,happy,,,,,
The contrast with her exhilaration on the frozen lake had come so swiftly . ,happy,,,,,
"I had been working for more than an hour and my wrists ached from the continuous chopping , but I was filled with an immense exhilaration . ",happy,,,,,
Within the next few months -- and long before the next election -- they will have to settle these questions or see the spectre of the Winter of Discontent raised to haunt them by gleeful Conservative politicians . ,happy,,,,,
"He was gleeful about the idea of a Faber ` Vaudeville "" production in 1929 where he starred as a baritone singing Bolovian Ballads and a song about a blue baboon .",happy,,,,,
"Doisneau is a small , bird-like man with mischievous eyes and a gleeful laugh . ",happy,,,,,
Connor 's voice was gleeful . ,happy,,,,,
Culley imagined Susan 's gleeful smile as she waited for Yorke to work it out . ,happy,,,,,
"But Matta was gazing at him , and his grin was wider , more gleeful . ",happy,,,,,
"She was interrupted by another hoarse , gleeful chuckle . ",happy,,,,,
"Gleeful opposition leaders and Tory Euro-sceptics said the Government 's handling of Maastricht had descended into ` shambles "" . ",happy,,,,,
"The bouncer 's glee , the masculine grunts in the background of ` Quite right , too "" , were a timely reminder of surviving and thriving misogyny , and of the petty power struggle it engenders . ",happy,,,,,
"Vitor went down on his hunkers and , much to the child 's glee , spent a minute or two admiring the toy . ",happy,,,,,
"The Gorengs made their home in the former diplomatic quarter , the area which had , to the glee of the Chinese in the Toku-ru warehouse , been accidentally shelled by the malai navy on invasion day . ",happy,,,,,
She wished she could share her glee with Adam . ,happy,,,,,
Tremayne was pink with gratification . ,happy,,,,,
"However , she had no intention of revealing her gratification to Anne . ",happy,,,,,
"In the end he had little real choice but to join in and , if not exactly enjoy it , at least to take comfort in her gratification . ",happy,,,,,
"Dear Lord , he can be stupid , thought Scarlet , as she saw Camille about to respond with the surprised gratification of a matador to whom the bull has blindly turned his flank . ",happy,,,,,
"To our gratification , Blackwells , whom we had approached , expressed interest in the project , something we had not dared to expect . ",happy,,,,,
` His gratification was almost unbounded when on arriving at the Belts of the Murray he found not only numerous new Species but new forms of Birds . ,happy,,,,,
The jeweller was overjoyed ; he began spending heavily . ,happy,,,,,
The nurse sent to accompany Leslie tried hard to melt into the background as the overjoyed family spent several hours opening presents under the tree . ,happy,,,,,
"Within months revival began , and overjoyed Christians overflowed into the city streets . ",happy,,,,,
And the overjoyed youngster was swept off her feet by her favourite royal . ,happy,,,,,
"` How pleased your uncle will be , "" said Finn , loitering for hot shaving water . ",happy,,,,,
"She was really pleased when she came back and found him fighting fit , even though he was still using one wing as a crutch to support his crooked leg . ",happy,,,,,
"Captain McArthur was a musical comedy aficionado , and not pleased when Mrs Kingswood spoke critically of the form . ",happy,,,,,
"` Well , he was pleased when you agreed to this . ",happy,,,,,
"Paula , mother of Nicola , 4 , and Richard , 2 , was pleased when the local council made the playground in the town park more child-friendly .",happy,,,,,
It is difficult to tell whether they are disappointed or pleased when the expected end seems delayed . ,happy,,,,,
"` Did n't seem too pleased about something . "" ",happy,,,,,
The army had n't been too pleased about that little episode either . ,happy,,,,,
No one was more pleased about Dara 's demise than Roshanara Begum . ,happy,,,,,
"You 're pleased about his engagement -- he told me that some time ago -- and you 've as good as admitted it tonight . "" ",happy,,,,,
He had n't sounded very pleased about something -- that made two of them . ,happy,,,,,
` I am obviously very pleased about winning but it was also great that my parents were here . ,happy,,,,,
"When Alain 's mother finally went inside with a few rueful shakes of her head and a pleased look on her face , Jenna decided to risk all . ",happy,,,,,
"Ralf the pedlar stood in the centre of the drawbridge , a pleased smile stretching from ear to ear . ",happy,,,,,
"The children were watching TV peacefully , but Annie saw her as she bobbed her head around the door , gave a pleased gurgle and started to scramble down . ",happy,,,,,
"I found that most parents were initially rather shocked at finding out their daughter was pregnant , some cried , some got angry , some were very matter-of-fact , and some were quite pleased . ",happy,,,,,
""" Debbie would be pleased , "" she said . ",happy,,,,,
"` I should think you 're pleased , are n't you ? "" asked Charles genially . ",happy,,,,,
"` Poor things , no life of their own , "" they say , simultaneously thrilled and appalled as they pore over the latest ` revelations "" in the Mail or Express . ",happy,,,,,
"He himself was thrilled , but his pleasure was diminished as he imagined Ken 's pallid , bandaged head shadowed on the screen . ",happy,,,,,
"Bill 'll be so thrilled ! "" ",happy,,,,,
"Audiences were thrilled , box office cash registers jingled and careers were made . ",happy,,,,,
"There was no excitement about my first bra -- I even had to pay , because my mum claimed I did n't need one ! ",happy,,,,,
The media excitement about Enid Blyton and Captain W. E. Johns soon died away . ,happy,,,,,
But I remember the excitement in my children 's faces . ,happy,,,,,
"When he came to the part about the clip he glanced up , and she saw the flare of excitement in his silvery-green eyes before they dropped once again to the page . ",happy,,,,,
"Cranston repeated , fighting hard to control the excitement in his voice . ",happy,,,,,
"Elizabeth 's face lit up , as she told him of Martha 's excitement over the clothes sent by Tamar . ",happy,,,,,
"For Andrew , the trip up to London to the awards ceremony attended by the Princess of Wales , was almost overshadowed by his excitement over his first journey on a train up to the capital . ",happy,,,,,
"Imagine my excitement , therefore , when it seemed recently that I might have stumbled across it in the shape of the Tower House in Malmesbury , Wiltshire . ",happy,,,,,
Her excitement shone in her eyes as she showed him her sketches . ,happy,,,,,
"Somehow she rose over her excitement , though , and concentrated all she could on the task at hand . ",happy,,,,,
"Glancing up at his face , Cassie saw his expression change , his face darkening and hardening as his mounting excitement and desire seemed to quicken into something uncontainable , threatening , like the tide of an incoming sea , to engulf them both . ",happy,,,,,
The crowd was wild with excitement . ,happy,,,,,
"He pressed himself back once more against the wall , panting with excitement . ",happy,,,,,
She was tingling with excitement . ,happy,,,,,
"For a girl brought up in a Christian Science home there was a certain frightening kind of excitement about medicine , like drink for a teetotaller ; but otherwise she found the work harrowing and repellent . ",happy,,,,,
All this generated considerable excitement within AEA . ,happy,,,,,
Robyn was almost ill with excitement and outrage . ,happy,,,,,
Athelstan gasped with excitement and went round to rouse the coroner . ,happy,,,,,
"The highlight of the whole tournament -- almost irrespective of their performance on the field -- will be SOUTH AFRICA 's emergence from the woods , a coming in from the cold which is generating a great excitement . ",happy,,,,,
"Sometimes , amid great excitement , his mother was in , with guests who drank wine and laughed loudly and spoiled him and Pam . ",happy,,,,,
Her own intense excitement had given way to a hollow feeling in her stomach and she had been quite unable to eat for several days . ,happy,,,,,
"He was now a very effective reader of his own work -- his theatrical instincts were here most valuable and , as Edmund Wilson noted , he could communicate a feeling of intense excitement to his audiences . ",happy,,,,,
Amid intense media excitement and stringent security Mandela was given a tumultuous ticker-tape welcome in New York where he received the freedom of the city . ,happy,,,,,
"The advertisements appeared in Novoye Russkoye at the weekend , causing a buzz of excitement in the Soviet expatriate enclave of Brighton Beach , also known as Little Odessa . ",happy,,,,,
"Of all the journalists who made the pilgrimage to Dovercourt , the team from the BBC caused the greatest excitement . ",happy,,,,,
"The finding of the "" goat "" has caused particular excitement , since i is one of the few large mammals to have been discovered this century . ",happy,,,,,
"Overjoyed at the prospect , she found it difficult to conceal her excitement from those around her . ",happy,,,,,
"I replied , endeavouring to conceal my excitement . ",happy,,,,,
"What does stand out is that everyone believes that the profession , its standards and its aims , matter , and they all feel an excitement about the job of acting . ",happy,,,,,
Maggie felt an odd excitement stirring inside . ,happy,,,,,
"That evening she felt no nervousness at all , just excitement , controlled excitement . ",happy,,,,,
"Of course , it entails extra work , but there is a sense of excitement and children like dressing up . ",happy,,,,,
Patrick was not ready yet to share Stevie 's excitement . ,happy,,,,,
Jane was in a state of high excitement . ,happy,,,,,
"Returning to the campuses in a state of excitement , they sensed victory over the authorities , but had to secure the release of their arrested colleagues . ",happy,,,,,
Seb reached Burford in a state of high excitement only to find that Superintending Constable Aplin was in London . ,happy,,,,,
She had smiled and raised rather amused brows at the stories that tumbled in then of Fergus 's progress . ,happy,,,,,
"She was greeted with a sympathetic , and rather amused smile . ",happy,,,,,
She was shortish and had an attractive way of cocking her head on one side and looking up with big dark eyes and a wryly amused smile . ,happy,,,,,
Guy 's mouth kicked up at one corner in a wryly amused smile . ,happy,,,,,
"There were amused smiles , but they did not know at all why Alain had done that . ",happy,,,,,
"She gave him a quick amused glance , her head leaning back against the faded red of the alcove seat . ",happy,,,,,
Ellen gave me an amused glance . ,happy,,,,,
The two observers exchanged amused glances and then wandered away under the trees . ,happy,,,,,
I noticed with amusement that the tapestries hanging there illustrated the seven deadly sins . ,happy,,,,,
"I remembered his amusement about such underwear on his first evening at Sleet , how he subsided into laughter , infectious to everyone but me . ",happy,,,,,
"There was a cool mockery in his deep voice , and she turned to glare at him , hating him for the fact that he seemed to be deriving amusement from her discomfort . ",happy,,,,,
"` Can I help you ? "" she asked , trying not to let him see the amusement in her blue eyes . ",happy,,,,,
"There was amusement in Jake 's voice , but there was something else as well . ",happy,,,,,
Remember that hypnosis is not a party game to be practised by amateurs for the amusement of themselves or others . ,happy,,,,,
"The simple , laughing islanders subsequently worshipped it as a god , much to the amusement of their more sophisticated neighbours . ",happy,,,,,
"I have been sent a Leeds United 1993-94 squad picture from the Evening Post and this now adorns my office wall , much to the amusement of my colleagues .",happy,,,,,
"He laughed shortly , little amusement on his face . ",happy,,,,,
Aristophanes shook his handsome head over his friend 's amusement . ,happy,,,,,
"This time , the Prince 's amusement was obvious . ",happy,,,,,
"The note of anger carried to the groups and couples passing by , provoking amusement and raised eyebrows . ",happy,,,,,
"You could make a fortune , "" she said in genuine amusement . ",happy,,,,,
Agnes watched with amusement as his interest quickened or faded with each phrase . ,happy,,,,,
"Gioella 's eyes flashed with amusement as she pushed a chair towards her and said , ` Constance , what a very sophisticated dress . ",happy,,,,,
Guy Sterne was having great difficulty in controlling his amusement . ,happy,,,,,
"Temperamental differences operate once more with this new trio of junior heroes , whose elders , the three lieutenants , regard their pranks with mild amusement . ",happy,,,,,
"From the other end of the table Ymor watched with mild amusement , occasionally feeding one of his ravens with scraps from his plate . ",happy,,,,,
I hate to disappoint anyone but that was n't the case -- although the veiled hints caused us plenty of amusement . ,happy,,,,,
"He uttered a short sharp bark , which made Rosie jump ; she assumed it was a cough , then realised that it was intended as an expression of amusement . ",happy,,,,,
"He considered this thoughtfully , then a gleam of amusement came into his eyes . ",happy,,,,,
A look of intense amusement crossed Catherine 's face . ,happy,,,,,
"As a toddler she filled in concentric circles provided for her amusement by her father 's youngest brother , young enough to be her own big brother . ",happy,,,,,
A smile of amusement played on his lips as he studied his unkempt prize . ,happy,,,,,
