Sentence,Sentiment,,,,,
As she looked around she felt a twinge of sadness that in a carriage where 70 per cent of the commuters were men there were five women forced to stand in the aisle .,sad,,,,,
"If refused , they may feel saddened , disappointed , or inconvenienced , but their self-concept is n't shattered . ",sad,,,,,
"She looked at the crumpled figure who was fighting for breath on the pillow , perspiration pouring down his anguished face . ",sad,,,,,
"If she had been paying more attention to his face she might have believed that his deeply shocked , anguished expression was not an act , put on for her benefit . ",sad,,,,,
"` I only hope you 're right ! "" he said in anguished tones . ",sad,,,,,
She looked up at Phoebe with an anguished expression that was nearly honest repentance . ,sad,,,,,
"The earliest sparkling wines were undoubtedly discovered by accident , probably by the trial and error methods employed by anguished winemakers ironically trying to avoid the nuisance of fizzy wines . ",sad,,,,,
"His anguished voice tailed off , to intensify the effect . ",sad,,,,,
"The anguished princess , says Morton , told one friend : ` If this is the price of public life then it is a price I am no longer willing to pay . "" ",sad,,,,,
As the week went on I got more and more anguished telegrams from home telling me to conclude the deal and come home . ,sad,,,,,
She felt the anguished tears of motherhood blur her vision and blinked them away . ,sad,,,,,
There was an anguished cry from the tub . ,sad,,,,,
"Alexei 's expression was anguished , and it was clear that he wished himself elsewhere . ",sad,,,,,
"He glanced up , saw Auguste 's anguished eyes , and thought he understood . ",sad,,,,,
Gina bit her lip as her sister 's anguished sobs echoed over the line . ,sad,,,,,
"An anguished groan escaped her , the certain knowledge hers that both she and Cara could say goodbye to that interview for ever if she breathed a word of the truth to him . ",sad,,,,,
"In time , perhaps , she would make efforts to conceal her resentment about his ability to make her feel guilty , and he would make efforts to conceal his anguish about the loss of her . ",sad,,,,,
Manager Graeme Souness 's touchline ban meant he could only watch in anguish from the directors ' box . ,sad,,,,,
"Her fingers tightened on his hands , hearing the anguish in his voice . ",sad,,,,,
There was real anguish in his eyes . ,sad,,,,,
At last he turned to her and he could not have failed to see the anguish in her eyes . ,sad,,,,,
"But the address underlines the anguish of Her Majesty 's speech after the Windsor Castle fire when she referred to 1992 as her ` annus horribilis "" .",sad,,,,,
"From somewhere in the gloom , accompanied by raucous laughter and much crudity , a young female voice began to groan and then rise , unintentionally mimicking the anguish of a wounded soldier . ",sad,,,,,
You may imagine the anguish of the people as this was going on . ,sad,,,,,
He could see no way out and in his anguish he began to think of doing himself in ; the method he would use would have to be quick and simple . ,sad,,,,,
My anguish must have shown in my face and in my voice . ,sad,,,,,
But the behaviour of Reverend Prentice has only added to his anguish . ,sad,,,,,
For some the strain of living together without legal ties leads to considerable anguish . ,sad,,,,,
"And Ryan had spent more than one night under the roof with her , she remembered in bitter anguish . ",sad,,,,,
"Her voice shook , her face was white with anguish . ",sad,,,,,
The smiles hide the anguish . ,sad,,,,,
"Joseph , unable to follow the French , waited in anguish , not knowing what was being said . ",sad,,,,,
"It 's been our experience that families , and particularly carers , go through great anguish , much pain and heartache associated with this process . ",sad,,,,,
"SHE was once considered one of the world 's most beautiful women , but yesterday every line etched on Britt Ekland 's face told a story of personal anguish . ",sad,,,,,
What this implies and should express is the field-worker 's moral commitment to his foreign hosts ; this can be the source of much personal anguish and heart-searching . ,sad,,,,,
"This is a peculiarly nasty technique of persuasion , causing great psychological anguish throughout the middle ages and even today . ",sad,,,,,
"Some real research , I suggest , is needed into a condition which , though frequently rib-tickling in retrospect , causes widespread anguish at the time . ",sad,,,,,
"` She felt that would have caused pain and anguish to William and Harry . "" ",sad,,,,,
Whether the cries of anguish for 1991 alone are justified remains to be seen .,sad,,,,,
A faint cry of anguish came from the direction of the bed . ,sad,,,,,
"Katherine could feel his anguish , and for the second time that day the tears slid down her cheeks . ",sad,,,,,
"` He was depressed and has suffered a great deal of mental anguish . "" ",sad,,,,,
"Suddenly becoming aware of his blue gaze being levelled in her direction , she turned a smile into a cough , and promptly spilled coffee into the saucer . ",sad,,,,,
I felt that she was quite distressed by the birth -- she seemed drowsy and a bit blue . ,sad,,,,,
He looked so crestfallen that Old Bulldog did n't know what to do for a minute . ,sad,,,,,
The wedding guest did not exactly beat his breast but he looked considerably crestfallen . ,sad,,,,,
"Then , in response to my crestfallen look , he added kindly : ` Of course you did not look gay -- you 're no screaming queen -- but nevertheless I just knew . "" ",sad,,,,,
Nicky looked crestfallen but did not dare argue with Constance when she was in this mood . ,sad,,,,,
He looked so crestfallen Preston felt sorry for him . ,sad,,,,,
He looked a little crestfallen . ,sad,,,,,
Darby was momentarily crestfallen before saying : ` I still think it 's an office you need to find . ,sad,,,,,
"A dejected David Mellor , of the Royal Bank , told the magazine Doctor : ` I was led to believe it was n't an appropriate venue for a bank representative . "" ",sad,,,,,
"Moreover , now that she had achieved the heart 's desire for which she had turned on her shameless , neurotic display , she had become dejected , and walked along meekly , head and tail hanging . ",sad,,,,,
On this occasion City accepted with relish the chances which came their way and inflicted serious psychological damage on their dejected opponents . ,sad,,,,,
"Depression flattens the voice almost to monotony ; movement is slowed , and a dejected facial expression is characteristic of many people when they are in a low mood . ",sad,,,,,
When Allen at last found a crevice secure enough to trust to he looked over to find that he was peering into the little courtyard onto the rain-wet backs of the dejected horses . ,sad,,,,,
"Then they walked away , humbled and dejected . ",sad,,,,,
"I felt frustrated , angry , utterly dejected . ",sad,,,,,
A dejected Allen added : ` You ca n't give John Aldridge chances like that -- he is a quality finisher . ,sad,,,,,
"I felt pierced to the heart , dejected and lonely . ",sad,,,,,
Tennyson discloses that the setting of Mariana is in Shakespeare 's Measure for Measure where the dejected Mariana resides alone in a moated grange . ,sad,,,,,
"But Kirkwood , who was a particularly dejected figure after Monday 's decisive 1-0 defeat by Canada , injected some pride back into Irish ranks in the dying seconds when he flicked home the winner .",sad,,,,,
"Meanwhile the dejected opposition leader , John Hewson , reacted to his crushing defeat yesterday by abandoning key policies which he had trumpeted as essential for Australia . ",sad,,,,,
"His head , craning neck ; one moment high , straining to the ceiling ; then , a sigh , utter dejection , dropped down between his knees , his forehead pressed to the floor . ",sad,,,,,
"He wandered around in a state of utter dejection , belonging nowhere . ",sad,,,,,
"McColgan , slumped in deep dejection , said afterwards : ` It was just a bad race on my part . ",sad,,,,,
"Back in his office , McCready threw himself into his chair in deep dejection . ",sad,,,,,
"Very likely he was simply lying on his bed in a state of dejection and , perhaps , of remorse for his massacre of "" the possessions "" which was now generally thought not to have been necessary . ",sad,,,,,
"It is also likely that by providing minimum standards of living , social services reduce public apathy and dejection and thus maintain the will to work . ",sad,,,,,
The sun was shining the next morning but the brightness of the day did nothing to dispel Eline 's feelings of dejection . ,sad,,,,,
Merrill laughed at her dejection . ,sad,,,,,
"The journey was taken at a leisurely pace because of the trailer , yet , despite her dejection , Matt 's reminiscences caused it to pass rapidly . ",sad,,,,,
"In it a deeply depressed Spiro , 46 , makes several rambling statements about his money problems .",sad,,,,,
He felt suddenly deeply depressed . ,sad,,,,,
"For the more depressed and lonely people who have few if any outside contacts , counselling can appear to deepen the very feelings that it is seeking to alleviate , especially in the early stages . ",sad,,,,,
"As he told Barbara afterwards , he had never felt more depressed . ",sad,,,,,
Interpersonal arguments and difficulties were also a more common feature of the experiences of depressed patients than of the comparison group . ,sad,,,,,
Now Endill felt really depressed . ,sad,,,,,
"After the operation , you may feel sick or very depressed -- this is the effect of the trauma of the operation and of the anaesthetic . ",sad,,,,,
I 'm very depressed and have tried to commit suicide several times . ,sad,,,,,
"By this time I was beginning to think that Eric was either dead or had chosen to forget me , and I felt very depressed . ",sad,,,,,
"He became very depressed for some time before he could reassess himself , start to use his considerable abilities and begin courting his wife again . ",sad,,,,,
"Unfortunately Chris 's health suffered , and she became very depressed . ",sad,,,,,
But he 'd become depressed about his exams and could n't concentrate on his work . ,sad,,,,,
"Have we become so depressed about any real prospect of newness that we 've decided to enjoy our chains , masochistically dwelling on our miseries and inadequacies ? ",sad,,,,,
"So I got very , very depressed about it all and I just said to the officers , ` Put me in my cell and leave me alone . ",sad,,,,,
I got more and more depressed . ,sad,,,,,
"Upon recovering , he admitted he had been extremely depressed since the death of his wife from cancer a year earlier and now did not think he had anything to live for . ",sad,,,,,
"The mood by this time may be more depressed , as they start to look at their own problems as opposed to those of their partner . ",sad,,,,,
"When I was 15 I was in a depressed state and I thought , I 'll do these last paintings about the end of the world and then I 'll end it .",sad,,,,,
"She was deeply depressed , and felt guilty about her depression . ",sad,,,,,
"Marsilid was tried as a treatment for depressed patients , and , given over a period of weeks rather than days , but it had disadvantages as well as advantages . ",sad,,,,,
The virtual outlawing of the use of ECT in some States in the USA has deprived suicidal depressed patients of an extremely effective and sometimes life-saving treatment . ,sad,,,,,
"Geographical moves have been found to be third most important in a list of ten precipitants concentrated in the month before the onset of depressive symptoms , in forty consecutive clinically depressed patients . ",sad,,,,,
"Many depressed people just withdraw into themselves , they may sleep a lot in the day but have wakeful nights . ",sad,,,,,
"For example , mildly depressed and tired old people used to be given amphetamines . ",sad,,,,,
"A depressed person may cry a great deal , show self-pity and lack of interest in the outside world and have no enjoyment of everyday life , even food . ",sad,,,,,
Their findings indicate measurable differences between normal and depressed women . ,sad,,,,,
"He seemed too depressed to do very much , wandering round the house like a zombie . ",sad,,,,,
"I 've heard of women so depressed that they spend their 40th birthday incommunicado , having a mini nervous breakdown in bed .",sad,,,,,
Records must not be based on the measurement of subjective impressions such as the number of times parents felt depressed about their child 's behaviour . ,sad,,,,,
"I felt quite depressed about it . "" ",sad,,,,,
In the longer term the offspring of depressed mothers are more likely to suffer from childhood depression . ,sad,,,,,
"The ready availability of a screening questionnaire that mothers at risk can complete under supervision in a few minutes is potentially useful , but only if health workers and others can rise to the needs of depressed mothers . ",sad,,,,,
"If someone mentions things like ration books , powdered egg , air raids and so on , my stomach turns over and I feel quite depressed . ",sad,,,,,
It showed some women in a northern English town at the turn of the century ; they were standing under an advertisement for Mazawattee tea and seemed depressed . ,sad,,,,,
"Her shoulders were slumped and she was walking slowly , looking depressed . ",sad,,,,,
Every time I go to Cambridge I come back depressed as hell ; then as soon as I am back to a Norfolk class spirits soar again . ,sad,,,,,
"At first I could not understand -- but then when she had , whispering , explained properly , I was filled with a desolate , despairing horror . ",sad,,,,,
"I am so desolate -- oh , but please , it is all arranged and say no more . "" ",sad,,,,,
"` Let me in for I am cold and desolate and hungry . "" ",sad,,,,,
I was so desolate about Chip . ,sad,,,,,
"Edwin , I would be utterly desolate were it not for my faithful companion here . ",sad,,,,,
"I felt so desolate , and so angry . "" ",sad,,,,,
"Creggan had never in his short life felt so desolate , and try as he did he could not rest and fall asleep . ",sad,,,,,
"Feeling oddly bereft and desolate , besieged by Dolly 's incessant chatter , Luce was pleased to get back to the hotel . ",sad,,,,,
"Feeling desolate , she climbed back into the car , not daring to look at Roman in the silver moonlight . ",sad,,,,,
"He saw Maud once in the Kurfrstendamm , eating alone in a cafe and looking a little desolate , with a stack of coins already piled beside her plate although her meal had only just come . ",sad,,,,,
She looked utterly desolate and all of her thirty-eight years ; her cheeks seemed to sag and her jaw-line looked heavy . ,sad,,,,,
Market Report : Interest rate fears spread despondency ,sad,,,,,
The greatest cause of the Prince 's despondency had been the feeling that he served no useful purpose . ,sad,,,,,
Producers must believe in their ability and not succumb to despondency . ,sad,,,,,
There is nothing new in the experts spreading unwarranted alarm and despondency . ,sad,,,,,
"In an attempt to counteract despondency , to reclaim the green world for itself , not solely as a balm for my despair , I arranged with Barry 's help an interview with David Ricalde . ",sad,,,,,
"Through some unexplained process , magnetic fields produced by the electric currents flowing in the cables seem to induce , say the depressives , the darkest feelings of gloom and despondency . ",sad,,,,,
I want you and Sheila to know how very much I appreciate the kindness shown to me in my earlier mood of despondency . ,sad,,,,,
"During the days that followed Brackenbury 's hasty departure , Edward 's despondency increased . ",sad,,,,,
Following this there was considerable despondency amongst the committee as there seemed to be little hope for the future . ,sad,,,,,
"Lucille 's despondency was caused by a fear of Sharpe 's death , not a British defeat , but she dared not articulate such a thought . ",sad,,,,,
"During the following months the School managed to carry on , but the atmosphere must have been one of great despondency . ",sad,,,,,
"The day was high and bright , the salt tang seasoning the after-pulse of summer heat which still hung in the air , but nothing could shift my sense of despondency , nagging depression . ",sad,,,,,
"The session had ended with the seven of them grinning broadly , their earlier mood of despondency cast aside , their sense of unity rebuilt . ",sad,,,,,
I remember my despondency in 1926 when Abd al Karim was forced to surrender to the French .,sad,,,,,
"And therein lay the extent of his gratitude , she realised with a feeling of despondency , but to disguise her feelings she added brightly , ` When we 're at the hospital we must visit Stella . "" ",sad,,,,,
"Despite moments of despondency , de Gaulle himself certainly did not give up hope . ",sad,,,,,
Determinedly she put her worries and the root cause of her despondency behind her and tried to think more cheerfully . ,sad,,,,,
The euphoria and sense of well-being which accompanied the boom years of the 1980s has been replaced by a mood of despondency as companies and individuals experience the effects of a western-style recession .,sad,,,,,
She knew that his Gothic romance and glossary were being turned down by publisher after publisher and he grew despondent as he rewrote and rewrote again . ,sad,,,,,
"Diana took the criticism to heart , avidly read what was being said about her and became depressed and despondent . ",sad,,,,,
She was becoming increasingly despondent about the way things were going . ,sad,,,,,
"The mood was despairing , despondent , and war-weary -- apathetic rather than rebellious . ",sad,,,,,
"And our hero in his turn , felt despondent and fearful , for his little grey mentor had given him no instructions for this eventuality . ",sad,,,,,
"It was a pretty despondent group that sat around the fire of the LRDG patrol , each sunk in his own thoughts . ",sad,,,,,
"At first Tony looked less happy than before , and said he had become somewhat despondent about his lack of progress in finding employment . ",sad,,,,,
We are more despondent and needy than ever ! ,sad,,,,,
"` Ma , "" he said in a tentative tone of voice , his face going slowly pink with the strain of trying to communicate with his despondent parent . ",sad,,,,,
Nigel became despondent but I did n't . ,sad,,,,,
Both Mr Pitman Senior and Junior were reps who grew progressively despondent over the standard of rooms and services they encountered on their travels . ,sad,,,,,
"Protagonists of unity may have been despondent about the loss of the EDC and the European Political Community , but were not routed . ",sad,,,,,
 I 'll have the use of a locker at the airport   she trailed off with a despondent sigh . ,sad,,,,,
"By six o'clock the water had n't arrived and Haverford , looking at their despondent faces , said , ` It 's like a death in the family . "" ",sad,,,,,
He felt increasingly irritated and despondent . ,sad,,,,,
He was beginning to feel a bit despondent about the kind of questions Jean was asking . ,sad,,,,,
"By comparison , she felt drained and despondent . ",sad,,,,,
"Inevitably some become despondent , fearing they will never work again . ",sad,,,,,
"Privately , Juliet was feeling rather despondent . ",sad,,,,,
"Squeezed like despondent sardines , they looked as if they were huddling for warmth . ",sad,,,,,
"` Do n't be despondent , "" she told me . ",sad,,,,,
"A despondent Renault worker remarked , ` It seems to me that we came very close to something new . "" ",sad,,,,,
"Following yesterday 's revival in fortunes , the London share market was in a despondent mood as the Treasury deflated hopes of early interest rate cuts . ",sad,,,,,
"Yeah , but she 's a bit despondent now is n't she , really ? ",sad,,,,,
"` Of course , we were devastated , but we knew now what had been wrong all along -- and at least they could n't blame me any more . "" ",sad,,,,,
Clare was devastated and swore that she would never go back to school again . ,sad,,,,,
"` I was devastated , "" he says of missing the semi-final . ",sad,,,,,
His poor scrawny hands grip the arms of a wheelchair pushed by his adoring wife with the now familiar expression of a too-bright smile and devastated eyes . ,sad,,,,,
In an expression of community sympathy many local children in South Ronaldsay made and sent cards to the four devastated mothers . ,sad,,,,,
"Julie 's devastated husband Tim , 32 , was last night preparing to fly from their home in Northampton to identify his wife 's body .",sad,,,,,
"Father Hugh Mcaleese said : ` We are devastated , but we intend to restore the church to its former glory . ",sad,,,,,
"` I was devastated , I wanted him back , "" Carol said after the hearing at Fareham . ",sad,,,,,
Fry said his farewells to the players who regarded him as a father figure before heading for home in Bedford a devastated man . ,sad,,,,,
He collapsed in a coma at a London club and died hours later in hospital from massive internal bleeding  in front of his devastated mum and dad . ,sad,,,,,
"As he was rushed to hospital , his devastated daughter Suzanne went ahead with the service -- not knowing if he would live or die . ",sad,,,,,
Yesterday it was also disclosed that glamorous Suzannah Dwyer told her devastated husband of her romance 24 hours before Bates went public with the news at a press conference .,sad,,,,,
Physically she felt devastated . ,sad,,,,,
"I feel devastated and it is much worse for my poor mother . "" ",sad,,,,,
"Jessica felt more than flustered , she felt devastated . ",sad,,,,,
"` All her colleagues are devastated , she was a popular wee girl . "" ",sad,,,,,
I sit disconsolate in the snow . ,sad,,,,,
"` Give over , will yer , "" pleaded the disconsolate convener , slapping jam on his butty . ",sad,,,,,
The Brazilian lover was looking increasingly disconsolate . ,sad,,,,,
"Wycombe were beaten by Bob Taylor 's 82nd-minute winner , and their disconsolate boss Martin O'Neill said : ` I was actually looking forward to extra-time because I was so sure we would win .",sad,,,,,
"The night outside was drizzling with rain , and everyone except himself hurried for a cab ; the flower-sellers were disconsolate . ",sad,,,,,
"As Clinton was taking up the reins of power , a disconsolate President Bush flew back to Washington to make arrangements for the handover . ",sad,,,,,
"Francis was not totally disconsolate and added : ` The way our fans came behind us is the best I 've ever heard it here , and I hope it continues . ",sad,,,,,
A disconsolate group of climbers sitting round a kitchen table all lean forward and peer out at the iron-grey clouds rumbling past . ,sad,,,,,
She stared until it was hard to know which was herself -- the disconsolate woman in the chill room or the other sorrowful face in the night outside . ,sad,,,,,
Wenner would fly in to issue instructions to an increasingly disconsolate staff and Jagger would pay the bills . ,sad,,,,,
"With a disconsolate sigh she stood up , slipped off the towelling robe and threw it over a chair . ",sad,,,,,
He looked most disconsolate . ,sad,,,,,
"` After he got back I felt like I was in a black hole , "" groaned a disconsolate Wilkinson after his two hour defeat . ",sad,,,,,
"Support for the Greens may have shrunk but it was still at the same level as the Liberal Democrats "" , the third party in Parliament , so perhaps Ms Cooke was unduly downcast . ",sad,,,,,
"Catherine looked downcast , and McLeish felt uneasy . ",sad,,,,,
"Penelope Huntley sat silent through this speech , chain-smoking , her eyes downcast . ",sad,,,,,
"Leapor was still downcast about the loss of her job , perhaps unable to write much poetry , when she met Freemantle . ",sad,,,,,
"Which was a curious sensation , since in fact her eyes were downcast , apparently studying the vinyl squares of the floor . ",sad,,,,,
Flora 's eyes were downcast too ; they usually were . ,sad,,,,,
"Cowed , he stiffened his stance , his eyes slightly downcast . ",sad,,,,,
He looked so downcast that even Angalo patted him on the shoulder . ,sad,,,,,
Harry released her and once again his expression was downcast . ,sad,,,,,
"A group of thirty or forty downcast men stood apart in the canter of thin ring , their heads and arms hanging slack in attitudes of despair . ",sad,,,,,
"But one day when the lord was off hunting the fox said : "" Friends , we are all happy and contented , but our master sometimes seems rather sad and downcast . ",sad,,,,,
"` You must n't be downcast , "" said Lydia . ",sad,,,,,
"I might have felt a little downcast at that point , only the evening had made me feel more encouraged about my prospects with her than I 'd felt for some time . ",sad,,,,,
"They gossip and joke and giggle like schoolgirls : very different from their daughters-in-law who are sometimes seen shuffling behind them , heavily veiled and silent and with the downcast eyes of prisoners under guard . ",sad,,,,,
"` It is a long time since anyone cared for you as tonight you cared for Ana , is it not ? "" he asked softly , his hand coming to tilt her downcast face . ",sad,,,,,
"` Forgive me , Miss Kyte , "" said the other lady softly , ` but you look quite downcast . "" ",sad,,,,,
"One unnamed area was criticised after it appeared to have industrial dereliction and sad , downcast people . ",sad,,,,,
Yet they were not downhearted . ,sad,,,,,
I am not downhearted . ,sad,,,,,
"Kevin Keegan , the Newcastle manager , was not downhearted , even though the result leaves his side deep in relegation trouble . ",sad,,,,,
The family are not downhearted ; they have made many people across the country aware of the Trust and their work . ,sad,,,,,
All the talk of weddings made Anne feel downhearted and impatient with the secrecy that John insisted on . ,sad,,,,,
"You ai n't gone and got yourself worked up into a glum mood , have you now ? "" ",sad,,,,,
"It was performance that drew applause from a press corps relieved to be approaching the end of at least the first election campaign this year , and brought smiles to previously glum ministerial faces . ",sad,,,,,
"` You look glum today , "" Bragg said good-humouredly . ",sad,,,,,
The organisation is glum about the social consequences for Europe . ,sad,,,,,
The glum look on his face was probably normal . ,sad,,,,,
"After the coming of the man in the night , Miguel had grown glum and thoughtful . ",sad,,,,,
` Then why are you looking so glum ? ,sad,,,,,
"` In fact , "" said Helen , ` I 'm not feeling particularly glum about all this . ",sad,,,,,
THE glum look on the face of England Manager Graham Taylor says it all  but he has no intention of quitting . ,sad,,,,,
Leading scorer Paul Wilkinson struck his 20th goal of the season against his former club but looked glum as he left the dressing room .,sad,,,,,
"Aside from the fact that Jill is quite capable of carrying her own books , her glumness could easily be due to being a young lesbian forced to suppress it and wishing Jack would take his stupid pick-up lines elsewhere . ",sad,,,,,
My poor mother was grief-stricken and all alone . ,sad,,,,,
A grief-stricken Mr Ellis said yesterday : ` It 's a nightmare . ,sad,,,,,
Wren 's grief-stricken mother gives all her daughter 's possessions to Luna . ,sad,,,,,
"The grief-stricken widow refused to leave her dead husband 's side , and even crawled into his bed in a vain attempt to infect herself with his disease . ",sad,,,,,
His grief-stricken widow destroyed all his cricket clothes and equipment . ,sad,,,,,
"Queen Margaret came out of the church , a veil covering her grief-stricken face . ",sad,,,,,
Lady Cross 's family was too grief-stricken to attend the trial . ,sad,,,,,
Sometimes our bodies and minds seek excuses to experience griefs that we may have put aside or denied because we could n't face them at the time . ,sad,,,,,
"She had assumed that because mother had n't wept or shown grief that her father had n't been loved by anyone but herself and her father 's parents , who wept copiously . ",sad,,,,,
I experienced tears of real grief for the first time when my granny died . ,sad,,,,,
How does it make someone like a woman who has just had an abortion feel having to go to a lavatory to express her grief in tears ? ,sad,,,,,
"Unless they are given opportunities to express their grief in appropriate ways which can include weeping for loss , they will never be able to acquire the creative energy necessary to find a new job . ",sad,,,,,
Lives Janet Barron praises the good grief of Ted Walker ,sad,,,,,
"` I desire first to go to the palace of Westminster , my lord , there to greet the queen my mother and tender my condolences -- and to share the grief of my family . "" ",sad,,,,,
Derby County 's grief at the foot of the first division continues as they went down two one at Crystal Palace . ,sad,,,,,
"At their graves their families would unite with their beloved over a memorial meal and a drink , easing their grief in recreating the family intimacy , only transiently ruptured . ",sad,,,,,
"To some extent , adults can choose of their own free will whether to deal with their grief or not . ",sad,,,,,
To only a few had he been the devil who gloated over their private grief . ,sad,,,,,
Women traditionally show their grief more than men . ,sad,,,,,
"Sandra Cooper , 33 , midwife and founder of the Darlington Miscarriage Association , said :  Women who have had a miscarriage experience grief but they have no record of their unborn child .",sad,,,,,
Now she was mad with grief . ,sad,,,,,
She had been experiencing considerable feelings of grief about her husband and had been able to cry on occasions . ,sad,,,,,
"He stood there stoically , hiding his grief as Newlands announced he had received only twelve votes . ",sad,,,,,
"She looked desperately tired , but there were no obvious marks of grief on her face . ",sad,,,,,
"For the first time , Coffin saw the signs of grief on Christopher Court 's face . ",sad,,,,,
David coped with his grief by trying to save other youngsters from solvent abuse . ,sad,,,,,
At this stage you are normally expected to experience grief when the main feeling is shock . ,sad,,,,,
"Too much , it seemed to me , was made of Tom 's grief : his courtship of Araminta was forward-looking , and deep grief needs roots in the past . ",sad,,,,,
"It is things like that which are really destructive to writers , who are often brave about illness and pain , and resilient after all but the deepest grief . ",sad,,,,,
"Half a week after that encounter , Charlie had heard that his beloved had parted from the man with great grief , and was in need of tender care . ",sad,,,,,
That certainly did n't sound serious enough to account for her great grief . ,sad,,,,,
"As you would expect , she was overcome with grief . "" ",sad,,,,,
"But for the time being , Private Morrison 's family , already overcome by grief , can only wait and hope his body will be released to them soon . ",sad,,,,,
But it was the scene of my first heartbreak . ,sad,,,,,
"And , to complete his heartbreak , his car broke down when he was looking for his ninth win of the season at the Italian Grand Prix . ",sad,,,,,
"I do n't think I could cope with your heartbreak . "" ",sad,,,,,
That concern turned to heartbreak when they heard of his mother 's grim fate . ,sad,,,,,
"You must have been heartbroken . "" ",sad,,,,,
"When Annie 's daughter died at the age of five , she was heartbroken . ",sad,,,,,
"A heartbroken Daniels watched this all going on , and was moved to break the golden rule of not speaking until spoken to . ",sad,,,,,
"Heartbroken , Maria had to return to the convent and remain a nun for the rest of her life . ",sad,,,,,
"` I am heartbroken because football has been my whole life . "" ",sad,,,,,
